Plano manut.,CenTrab respon.,Texto item man.,Loc.instalação,Data planejada,Dta.iníc.progr.,Data encermto.,Última ordem,Ordem,Tipo de ordem
TBCADTCH082A,TSEBAPM,Teste operativo (BCA) CH-209F3_VM,MT-S-41205-DD09-CH-209F3_VM,9/3/2025,10/3/2025,,2200240083,2200240083,TDET
TBCADTCH083A,TSEBAPM,Teste operativo (BCA) CH-209F3_AZ,MT-S-41205-DD09-CH-209F3_AZ,9/3/2025,10/3/2025,,2200240084,2200240084,TDET
TBCADTCH084A,TSEBAPM,Teste operativo (BCA) CH-209F3_BR,MT-S-41205-DD09-CH-209F3_BR,9/3/2025,10/3/2025,,2200240085,2200240085,TDET
TBCADTCH085A,TSEBAPM,Teste operativo (BCA) CH-209F5_VM,MT-S-41205-DD09-CH-209F5_VM,9/3/2025,10/3/2025,,2200240086,2200240086,TDET
TBCADTCH086A,TSEBAPM,Teste operativo (BCA) CH-209F5_AZ,MT-S-41205-DD09-CH-209F5_AZ,9/3/2025,10/3/2025,,2200240087,2200240087,TDET
TBCADTCH087A,TSEBAPM,Teste operativo (BCA) CH-209F5_BR,MT-S-41205-DD09-CH-209F5_BR,9/3/2025,10/3/2025,,2200240088,2200240088,TDET
TBCADTCH091A,TSEBAPM,Teste operativo (BCA) CH-212F3_VM,MT-S-41205-DD12-CH-212F3_VM,9/3/2025,10/3/2025,,2200240089,2200240089,TDET
TBCADTCH092A,TSEBAPM,Teste operativo (BCA) CH-212F3_AZ,MT-S-41205-DD12-CH-212F3_AZ,9/3/2025,10/3/2025,,2200240090,2200240090,TDET
TBCADTCH093A,TSEBAPM,Teste operativo (BCA) CH-212F3_BR,MT-S-41205-DD12-CH-212F3_BR,9/3/2025,10/3/2025,,2200240091,2200240091,TDET
TBCADTCH094A,TSEBAPM,Teste operativo (BCA) CH-212F5_VM,MT-S-41205-DD12-CH-212F5_VM,9/3/2025,10/3/2025,,2200240092,2200240092,TDET
TBCADTCH095A,TSEBAPM,Teste operativo (BCA) CH-212F5_AZ,MT-S-41205-DD12-CH-212F5_AZ,9/3/2025,10/3/2025,,2200240093,2200240093,TDET
TBCADTCH096A,TSEBAPM,Teste operativo (BCA) CH-212F5_BR,MT-S-41205-DD12-CH-212F5_BR,9/3/2025,10/3/2025,,2200240094,2200240094,TDET
TBCADTCH097A,TSEBAPM,Teste operativo (BCA) CH-213F3_VM,MT-S-41205-DD13-CH-213F3_VM,9/3/2025,10/3/2025,,2200240095,2200240095,TDET
TBCADTCH098A,TSEBAPM,Teste operativo (BCA) CH-213F3_AZ,MT-S-41205-DD13-CH-213F3_AZ,9/3/2025,10/3/2025,,2200240096,2200240096,TDET
TBCADTCH099A,TSEBAPM,Teste operativo (BCA) CH-213F3_BR,MT-S-41205-DD13-CH-213F3_BR,9/3/2025,10/3/2025,,2200240097,2200240097,TDET
TBCADTCH100A,TSEBAPM,Teste operativo (BCA) CH-213F5_VM,MT-S-41205-DD13-CH-213F5_VM,9/3/2025,10/3/2025,,2200240098,2200240098,TDET
TBCADTCH101A,TSEBAPM,Teste operativo (BCA) CH-213F5_AZ,MT-S-41205-DD13-CH-213F5_AZ,9/3/2025,10/3/2025,,2200240099,2200240099,TDET
TBCADTCH102A,TSEBAPM,Teste operativo (BCA) CH-213F5_BR,MT-S-41205-DD13-CH-213F5_BR,9/3/2025,10/3/2025,,2200240100,2200240100,TDET
TBCADTCH103A,TSEBAPM,Teste operativo (BCA) CH-215F3_VM,MT-S-41205-DD15-CH-215F3_VM,9/3/2025,10/3/2025,,2200240101,2200240101,TDET
TBCADTCH104A,TSEBAPM,Teste operativo (BCA) CH-215F3_AZ,MT-S-41205-DD15-CH-215F3_AZ,9/3/2025,10/3/2025,,2200240102,2200240102,TDET
TBCADTCH105A,TSEBAPM,Teste operativo (BCA) CH-215F3_BR,MT-S-41205-DD15-CH-215F3_BR,9/3/2025,10/3/2025,,2200240103,2200240103,TDET
TBCADTCH069A,TSEBAPM,Teste operativo (BCA) CH-215F5_VM,MT-S-41205-DD15-CH-215F5_VM,9/3/2025,10/3/2025,,2200240070,2200240070,TDET
TBCADTCH068A,TSEBAPM,Teste operativo (BCA) CH-215F5_AZ,MT-S-41205-DD15-CH-215F5_AZ,9/3/2025,10/3/2025,,2200240069,2200240069,TDET
TBCADTCH067A,TSEBAPM,Teste operativo (BCA) CH-215F5_BR,MT-S-41205-DD15-CH-215F5_BR,9/3/2025,10/3/2025,,2200240068,2200240068,TDET
TIIGDTDJ006A,TLEIPPM,Teste operativo (IIG) DJ-3M4,MT-S-41401-FL03-DJ-3M4,9/3/2025,10/3/2025,,2200252689,2200252689,TDET
TGLMDTDJ001A,TLEIPPM,Teste operativo (GLM) DJ-8M4,MT-S-70277-FL08-DJ-8M4,9/3/2025,10/3/2025,,2200252688,2200252688,TDET
TBRRDTDJ015A,TCNBRPM,Teste operativo (BRR) DJ-3P4,MT-S-41206-FL03-DJ-3P4,9/3/2025,10/3/2025,,2200252687,2200252687,TDET
TZPRDTGM001A,TNTVPPM,Teste operativo (ZPR) GM-1,MT-S-41213-INCA-GM-1,9/3/2025,9/3/2025,,2200264624,,TDET
TBRRDTDJ041A,TCNBRPM,Teste operativo (BRR) DJ-112P4,MT-S-41206-FL12-DJ-112P4,10/3/2025,10/3/2025,,2200252741,2200252741,TDET
TTQLDTGM001A,TCNTQPM,Teste operativo (TQL) GM-1,MT-S-41202-INCA-GM-1,10/3/2025,10/3/2025,,2200265073,,TDET
TSGTDTGM001A,TTASGPM,Teste operativo (SGT) GM-1,MT-S-41105-INCA-GM-1,11/3/2025,11/3/2025,,2200264789,,TDET
TVPNDTDJ002A,TCNVEPM,Teste operativo (VPN) DJ-11K4,MT-S-41104-DL11-DJ-11K4,12/3/2025,12/3/2025,,3200020841,3200020841,TPSV
TSGPDTGM001A,TCNSGPM,Teste operativo (SGP) GM-1,MT-S-41107-INCA-GM-1,12/3/2025,12/3/2025,,2200264459,,TDET
TORPDTGM001A,TSEOPPM,Teste operativo (ORP) GM-1,MT-S-42507-INCA-GM-1,12/3/2025,12/3/2025,,2200264224,,TDET
TJCBDTGM001A,TSECNPM,Teste operativo (JCB) GM-1,MT-S-70157-INCA-GM-1,12/3/2025,12/3/2025,,2200265739,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,12/3/2025,12/3/2025,,2200265931,,TDET
TITDDTGM001A,TSEOPPM,Teste operativo (ITD) GM-1,MT-S-70179-INCA-GM-1,12/3/2025,12/3/2025,,2200264193,,TDET
TNLSDTGM001A,TSEOPPM,Teste operativo (NLS) GM-1,MT-S-70178-INCA-GM-1,12/3/2025,12/3/2025,,2200264200,,TDET
TUGMDTGM000A,TLEIPPM,Teste operativo (UGM) GM-1,MT-S-70277-INCA-GM-1,13/3/2025,13/3/2025,,2200264141,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,14/3/2025,14/3/2025,,2200266135,,TDET
TCNLDTGM000A,TSECNPM,Teste operativo (CNL) GM-01,MT-S-42605-INCA-GM-01,14/3/2025,14/3/2025,,2200264950,,TDET
TIBQDTGM001A,TLEIBPM,Teste operativo (IBQ) GM-1,MT-S-70177-INCA-GM-1,14/3/2025,14/3/2025,,2200265249,,TDET
TBCADTRL007A,TSEBAPM,Teste operativo (BCA) RL-216F4,MT-S-41205-DD16-RL-216F4,14/3/2025,14/3/2025,,2200252975,2200252975,TDET
TUBGDTGM001A,TLEGVPM,Teste operativo (UBG) GM-1,MT-S-72183-INCA-GM-1,15/3/2025,15/3/2025,,2200263424,,TDET
TVZQDTGM000A,TNTVPPM,Teste operativo (VZQ) GM-1,MT-S-79321-INCA-GM-1,15/3/2025,15/3/2025,,2200264745,,TDET
TSBADTGM001A,TCNTQPM,Teste operativo (SBA) GM-1,MT-S-40163-INCA-GM-1,16/3/2025,16/3/2025,,2200264681,,TDET
TIIGDTGM000A,TLEIPPM,Teste operativo (IIG) GM-01,MT-S-41401-INCA-GM-01,16/3/2025,16/3/2025,,2200263766,,TDET
TUTMDTCH035A,TNTTMPM,Teste operativo (UTM) CH-14P5,MT-S-41211-FL14-CH-14P5,19/3/2025,19/3/2025,,2200240863,2200240863,TDET
TUTMDTCH034A,TNTTMPM,Teste operativo (UTM) CH-14P3,MT-S-41211-FL14-CH-14P3,19/3/2025,19/3/2025,,2200240862,2200240862,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,19/3/2025,19/3/2025,,2200265931,,TDET
TTQLDTDJ032A,TCNTQPM,Teste operativo (TQL) DJ-13P4,MT-S-41202-FT05-DJ-13P4,20/3/2025,20/3/2025,,2200253487,2200253487,TDET
TBDPDTDJ010A,TTABDPM,Teste operativo (BDP) DJ-7U4,MT-S-70113-FM07-DJ-7U4,20/3/2025,20/3/2025,,2200253337,2200253337,TDET
TIUGDTCH021A,TSEBAPM,Teste operativo (IUG) CH-2P1,MT-S-41207-FT02-CH-2P1,21/3/2025,21/3/2025,,2200240910,2200240910,TDET
TBDPDTDJ001A,TTABDPM,Teste operativo (BDP) DJ-3U4,MT-S-70113-FE01-DJ-3U4,21/3/2025,21/3/2025,,2200253515,2200253515,TDET
TBRRDTDJ022A,TCNBRPM,Teste operativo (BRR) DJ-2P4,MT-S-41206-FT01-DJ-2P4,21/3/2025,21/3/2025,,2200253517,2200253517,TDET
TTQLDTDJ041A,TCNTQPM,Teste operativo (TQL) DJ-12P4,MT-S-41202-FM12-DJ-12P4,21/3/2025,21/3/2025,,2200253582,2200253582,TDET
TPMNDTGM000A,TCNPMPM,Teste operativo (PMN) GM-1,MT-S-41201-INCA-GM-1,21/3/2025,21/3/2025,,2200264899,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,21/3/2025,21/3/2025,,2200266135,,TDET
TGVDDTGM000A,TLEGVPM,Teste operativo (GVD) GM-1,MT-S-43604-INCA-GM-1,21/3/2025,21/3/2025,,2200264554,,TDET
TGVSDTGM000A,TLEGVPM,Teste operativo (GVS) GM-1,MT-S-70276-INCA-GM-1,21/3/2025,21/3/2025,,2200266204,2200266204,TDET
TBDPDTDJ007A,TTABDPM,Teste operativo (BDP) DJ-12U4,MT-S-70113-FL12-DJ-12U4,22/3/2025,24/3/2025,,2200253358,2200253358,TDET
TCSNDTGM001A,TLEGVPM,Teste operativo (CSN) GM-1,MT-S-74102-INCA-GM-1,22/3/2025,22/3/2025,,2200264085,,TDET
TIUGDTCH019A,TSEBAPM,Teste operativo (IUG) CH-1P1,MT-S-41207-FT01-CH-1P1,23/3/2025,24/3/2025,,2200240981,2200240981,TDET
TUEMDTCH083A,TTAEMPM,Teste operativo (UEM) CH-18US3,MT-S-41103-FR05-CH-18US3,24/3/2025,24/3/2025,,2200241089,2200241089,TDET
TNLSDTCH016A,TSEOPPM,Teste operativo (NLS) CH-6PT2,MT-S-70178-FT02-CH-6PT2,24/3/2025,24/3/2025,,3200019942,3200019942,TPSV
TIJADTGM001A,TSEIJPM,Teste operativo (IJA) GM-1,MT-S-40313-INCA-GM-1,24/3/2025,24/3/2025,,2200265104,,TDET
TBRRDTGM001A,TCNBRPM,Teste operativo (BRR) GM-1,MT-S-41206-INCA-GM-1,24/3/2025,24/3/2025,,2200265103,,TDET
TBRNDTGM000A,TLEMQPM,Teste operativo (BRN) GM-1,MT-S-70250-INCA-GM-1,24/3/2025,24/3/2025,,2200265102,,TDET
TUTMDTGM001A,TNTTMPM,Teste operativo (UTM) GM-1,MT-S-41211-INCA-GM-1,25/3/2025,25/3/2025,,2200265132,,TDET
TIBADTDJ009A,TLEIBPM,Teste operativo (IBA) DJ-5M4,MT-S-42503-DL05-DJ-5M4,26/3/2025,26/3/2025,,2200253857,2200253857,TDET
TJFADTDJ030A,TSEJFPM,Teste operativo (JFA) DJ-4P4,MT-S-71113-FL03-DJ-4P4,26/3/2025,26/3/2025,,2200253860,2200253860,TDET
TJFADTDJ011A,TSEJFPM,Teste operativo (JFA) DJ-1K4,MT-S-71113-DL01-DJ-1K4,26/3/2025,26/3/2025,,2200253858,2200253858,TDET
TJFADTDJ029A,TSEJFPM,Teste operativo (JFA) DJ-3P4,MT-S-71113-FT07-DJ-3P4,26/3/2025,26/3/2025,,2200253859,2200253859,TDET
TSNDDTDJ011A,TSEJFPM,Teste operativo (SND) DJ-6P4,MT-S-70096-FL06-DJ-6P4,26/3/2025,26/3/2025,,2200253867,2200253867,TDET
TJFADTDJ033A,TSEJFPM,Teste operativo (JFA) DJ-16K4,MT-S-71113-FT07-DJ-16K4,26/3/2025,26/3/2025,,2200253861,2200253861,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,26/3/2025,26/3/2025,,2200265931,,TDET
TMCLDTCH036A,TNTMCPM,Teste operativo (MCL) CH-4KT2,MT-S-41209-DT01-CH-4KT2,27/3/2025,27/3/2025,,2200241309,2200241309,TDET
TJCBDTCH005A,TSECNPM,Teste operativo (JCB) CH-9P5,MT-S-70157-FL09-CH-9P5,27/3/2025,27/3/2025,,2200241303,2200241303,TDET
TJCBDTCH006A,TSECNPM,Teste operativo (JCB) CH-9P8_8T,MT-S-70157-FL09-CH-9P8_8T,27/3/2025,27/3/2025,,2200241304,2200241304,TDET
TITDDTCH009A,TSEOPPM,Teste operativo (ITD) CH-8125,MT-S-70179-FL07-CH-8125,27/3/2025,27/3/2025,,2200241288,2200241288,TDET
TIUGDTCH009A,TSEBAPM,Teste operativo (IUG) CH-6K1,MT-S-41207-DL06-CH-6K1,28/3/2025,28/3/2025,,2200241336,2200241336,TDET
TIUGDTCH017A,TSEBAPM,Teste operativo (IUG) CH-2K1,MT-S-41207-DD02-CH-2K1,28/3/2025,28/3/2025,,2200241338,2200241338,TDET
TIUGDTCH026A,TSEBAPM,Teste operativo (IUG) CH-1K5,MT-S-41207-FT01-CH-1K5,28/3/2025,28/3/2025,,2200241340,2200241340,TDET
TIUGDTCH010A,TSEBAPM,Teste operativo (IUG) CH-6K2,MT-S-41207-DL06-CH-6K2,28/3/2025,28/3/2025,,2200241337,2200241337,TDET
TIUGDTCH025A,TSEBAPM,Teste operativo (IUG) CH-1K2,MT-S-41207-FT01-CH-1K2,28/3/2025,28/3/2025,,2200241339,2200241339,TDET
TIUGDTCH027A,TSEBAPM,Teste operativo (IUG) CH-1K6,MT-S-41207-FT01-CH-1K6,28/3/2025,28/3/2025,,2200241341,2200241341,TDET
TBCADTCH032A,TSEBAPM,Teste operativo (BCA) CH-1P3,MT-S-41205-FL02-CH-1P3,28/3/2025,28/3/2025,,2200241321,2200241321,TDET
TBCADTCH033A,TSEBAPM,Teste operativo (BCA) CH-1P5,MT-S-41205-FL02-CH-1P5,28/3/2025,28/3/2025,,2200241322,2200241322,TDET
TITDDTCH007A,TSEOPPM,Teste operativo (ITD) CH-8122,MT-S-70179-FL07-CH-8122,28/3/2025,28/3/2025,,2200241335,2200241335,TDET
TVZPDTDJ008A,TNTVPPM,Teste operativo (VZP) DJ-14K4,MT-S-72110-DT01-DJ-14K4,28/3/2025,28/3/2025,,2200254112,2200254112,TDET
TRBSDTDJ010A,TCNRBPM,Teste operativo (RBS) DJ-12K4,MT-S-41203-DL12-DJ-12K4,28/3/2025,28/3/2025,,2200254020,2200254020,TDET
TBDPDTGM001A,TTABDPM,Teste operativo (BDP) GM-2,MT-S-70113-FE01-GM-2,28/3/2025,28/3/2025,,2200265513,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,28/3/2025,28/3/2025,,2200266135,,TDET
TBDPDTGM002A,TTABDPM,Teste operativo (BDP) GM-1,MT-S-70113-INCA-GM-1,28/3/2025,28/3/2025,,2200265514,,TDET
TRBSDTCH126A,TCNRBPM,Teste operativo (RBS) CH-20K1,MT-S-41203-FT05-CH-20K1,29/3/2025,31/3/2025,,2200241394,2200241394,TDET
TRBSDTCH122A,TCNRBPM,Teste operativo (RBS) CH-21K3,MT-S-41203-DM21-CH-21K3,29/3/2025,31/3/2025,,2200241392,2200241392,TDET
TRBSDTCH123A,TCNRBPM,Teste operativo (RBS) CH-21K5,MT-S-41203-DM21-CH-21K5,29/3/2025,31/3/2025,,2200241393,2200241393,TDET
TIJADTDJ014A,TSEIJPM,Teste operativo (IJA) DJ-10K4,MT-S-40313-DL10-DJ-10K4,29/3/2025,31/3/2025,,2200254160,2200254160,TDET
TVZPDTGM001A,TNTVPPM,Teste operativo (VZP) GM-1,MT-S-72110-INCA-GM-1,29/3/2025,29/3/2025,,2200265757,,TDET
TUTMDTRL004A,TNTTMPM,Teste operativo (UTM) RL-33F4,MT-S-41211-DD33-RL-33F4,29/3/2025,31/3/2025,,2200254247,2200254247,TDET
TIBCDTDJ001A,TLEIBPM,Teste operativo (IBC) DJ-6M4,MT-S-70251-FL06-DJ-6M4,30/3/2025,31/3/2025,,2200254257,2200254257,TDET
TIBCDTDJ003A,TLEIBPM,Teste operativo (IBC) DJ-8M4,MT-S-70251-FL08-DJ-8M4,30/3/2025,31/3/2025,,2200254258,2200254258,TDET
TVPNDTGM001A,TCNVEPM,Teste operativo (VPN) GM-1,MT-S-41104-INCA-GM-1,30/3/2025,30/3/2025,,3200021763,,TPSV
TJMQDTGM000A,TLEIBPM,Teste operativo (JMQ) GM-1,MT-S-70148-INCA-GM-1,31/3/2025,31/3/2025,,2200265825,,TDET
TPMNDTDJ015A,TCNPMPM,Teste operativo (PMN) DJ-4K4,MT-S-41201-FT03-DJ-4K4,1/4/2025,1/4/2025,,2200254454,2200254454,TDET
TMCLDTGM000A,TNTMCPM,Teste operativo (MCL) GM-1,MT-S-41209-INCA-GM-1,1/4/2025,1/4/2025,,2200265836,,TDET
TMQTDTGM001A,TLEMQPM,Teste operativo (MQT) GM-1,MT-S-41102-INCA-GM-1,1/4/2025,1/4/2025,,2200265838,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,2/4/2025,2/4/2025,,2200265931,,TDET
TBCADTDJ015A,TSEBAPM,Teste operativo (BCA) DJ-1P4,MT-S-41205-FL02-DJ-1P4,3/4/2025,3/4/2025,,2200254506,2200254506,TDET
TGLMDTDJ003A,TLEIPPM,Teste operativo (GLM) DJ-6M4,MT-S-70277-FL06-DJ-6M4,3/4/2025,3/4/2025,,2200254510,2200254510,TDET
TUEMDTGM001A,TTAEMPM,Teste operativo (UEM) GM-1,MT-S-41103-INCA-GM-1,3/4/2025,3/4/2025,,2200264858,,TDET
TUJGDTGM001A,TTAJGPM,Teste operativo (UJG) GM-1,MT-S-41101-INCA-GM-1,3/4/2025,3/4/2025,,2200264941,,TDET
TIJADTCH044A,TSEIJPM,Teste operativo (IJA) CH-4K2,MT-S-40313-FT02-CH-4K2,4/4/2025,4/4/2025,,2200241663,2200241663,TDET
TUSSDTGM000A,TTASSPM,Teste operativo (USS) GM-1,MT-S-41150-INCA-GM-1,4/4/2025,4/4/2025,,2200265955,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,4/4/2025,4/4/2025,,2200266135,,TDET
TJFADTGM000A,TSEJFPM,Teste operativo (JFA) INFR-GM-1,MT-S-71113-INFR-GM-1,4/4/2025,4/4/2025,,2200265950,,TDET
TBCADTGM000A,TSEBAPM,Teste operativo (BCA) GM-01,MT-S-41205-INCA-GM-01,5/4/2025,5/4/2025,,2200265959,,TDET
TIBCDTDJ002A,TLEIBPM,Teste operativo (IBC) DJ-7U4,MT-S-70251-FL07-DJ-7U4,6/4/2025,7/4/2025,,2200254708,2200254708,TDET
TIBCDTDJ000A,TLEIBPM,Teste operativo (IBC) DJ-9U4,MT-S-70251-FL09-DJ-9U4,6/4/2025,7/4/2025,,2200254707,2200254707,TDET
TRBSDTDJ009A,TCNRBPM,Teste operativo (RBS) DJ-11K4,MT-S-41203-DL11-DJ-11K4,6/4/2025,7/4/2025,,2200254740,2200254740,TDET
TIUGDTGM000A,TSEBAPM,Teste operativo (IUG) GM-01,MT-S-41207-INCA-GM-01,6/4/2025,6/4/2025,,2200266123,,TDET
TIJADTCH045A,TSEIJPM,Teste operativo (IJA) CH-4K5,MT-S-40313-FT02-CH-4K5,7/4/2025,7/4/2025,,2200241797,2200241797,TDET
TUJGDTDJ038A,TTAJGPM,Teste operativo (UJG) DJ-6K4,MT-S-41210-FT08-DJ-6K4,7/4/2025,7/4/2025,,2200254848,2200254848,TDET
TUNPDTGM001A,TTANPPM,Teste operativo (UNP) GM-1,MT-S-40327-INCA-GM-1,7/4/2025,7/4/2025,,2200266217,,TDET
TBC3DTGM001A,TLEIBPM,Teste operativo (BC3) GM-1,MT-S-44302-INCA-GM-1,7/4/2025,7/4/2025,,2200265880,,TDET
TIBADTRL007A,TLEIBPM,Teste operativo (IBA) RL-217F4,MT-S-42503-DD17-RL-217F4,7/4/2025,7/4/2025,,2200254822,2200254822,TDET
TMCLDTRL001A,TNTMCPM,Teste operativo (MCL) RL-281F4,MT-S-41209-DC03-RL-281F4,7/4/2025,7/4/2025,,2200255439,2200255439,TDET
TMCLDTRL002A,TNTMCPM,Teste operativo (MCL) RL-282F4,MT-S-41209-DC04-RL-282F4,7/4/2025,7/4/2025,,2200255440,2200255440,TDET
TZPRDTGM001A,TNTVPPM,Teste operativo (ZPR) GM-1,MT-S-41213-INCA-GM-1,8/4/2025,8/4/2025,,2200264624,,TDET
TTQLDTGM001A,TCNTQPM,Teste operativo (TQL) GM-1,MT-S-41202-INCA-GM-1,9/4/2025,9/4/2025,,2200265073,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,9/4/2025,9/4/2025,,2200265931,,TDET
TSGTDTGM001A,TTASGPM,Teste operativo (SGT) GM-1,MT-S-41105-INCA-GM-1,10/4/2025,10/4/2025,,2200264789,,TDET
TJFADTCH008A,TSEJFPM,Teste operativo (JFA) CH-4K3,MT-S-71113-DL04-CH-4K3,11/4/2025,11/4/2025,,2200241903,2200241903,TDET
TJFADTCH017A,TSEJFPM,Teste operativo (JFA) CH-8K3,MT-S-71113-DL08-CH-8K3,11/4/2025,11/4/2025,,2200241905,2200241905,TDET
TJFADTCH019A,TSEJFPM,Teste operativo (JFA) CH-8K6,MT-S-71113-DL08-CH-8K6,11/4/2025,11/4/2025,,2200241907,2200241907,TDET
TJFADTCH010A,TSEJFPM,Teste operativo (JFA) CH-4K6,MT-S-71113-DL04-CH-4K6,11/4/2025,11/4/2025,,2200241904,2200241904,TDET
TJFADTCH018A,TSEJFPM,Teste operativo (JFA) CH-8K5_5T,MT-S-71113-DL08-CH-8K5_5T,11/4/2025,11/4/2025,,2200241906,2200241906,TDET
TUEMDTDJ007A,TTAEMPM,Teste operativo (UEM) DJ-12K4,MT-S-41103-DL12-DJ-12K4,11/4/2025,11/2/2025,,2200255121,2200255121,TDET
TVPNDTDJ004A,TCNVEPM,Teste operativo (VPN) DJ-14K4,MT-S-41104-DL14-DJ-14K4,11/4/2025,11/4/2025,,3200021103,3200021103,TPSV
TUJGDTDJ021A,TTAJGPM,Teste operativo (UJG) DJ-1P4,MT-S-41210-FM01-DJ-1P4,11/4/2025,11/4/2025,,2200255125,2200255125,TDET
TUJGDTDJ010A,TTAJGPM,Teste operativo (UJG) DJ-7P4,MT-S-41210-FL07-DJ-7P4,11/4/2025,11/4/2025,,2200255124,2200255124,TDET
TUJGDTDJ031A,TTAJGPM,Teste operativo (UJG) DJ-13P4,MT-S-41210-FT08-DJ-13P4,11/4/2025,11/4/2025,,2200255126,2200255126,TDET
TUEMDTDJ003A,TTAEMPM,Teste operativo (UEM) DJ-4K4,MT-S-41103-DL04-DJ-4K4,11/4/2025,10/2/2025,,2200255120,2200255120,TDET
TSGPDTGM001A,TCNSGPM,Teste operativo (SGP) GM-1,MT-S-41107-INCA-GM-1,11/4/2025,11/4/2025,,2200264459,,TDET
TORPDTGM001A,TSEOPPM,Teste operativo (ORP) GM-1,MT-S-42507-INCA-GM-1,11/4/2025,11/4/2025,,2200264224,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,11/4/2025,11/4/2025,,2200266135,,TDET
TJCBDTGM001A,TSECNPM,Teste operativo (JCB) GM-1,MT-S-70157-INCA-GM-1,11/4/2025,11/4/2025,,2200265739,,TDET
TITDDTGM001A,TSEOPPM,Teste operativo (ITD) GM-1,MT-S-70179-INCA-GM-1,11/4/2025,11/4/2025,,2200264193,,TDET
TNLSDTGM001A,TSEOPPM,Teste operativo (NLS) GM-1,MT-S-70178-INCA-GM-1,11/4/2025,11/4/2025,,2200264200,,TDET
TVZPDTDJ009A,TNTVPPM,Teste operativo (VZP) DJ-1P4,MT-S-72110-FL01-DJ-1P4,12/4/2025,14/4/2025,,2200255230,2200255230,TDET
TVZPDTDJ010A,TNTVPPM,Teste operativo (VZP) DJ-2P4,,12/4/2025,14/4/2025,,2200255231,2200255231,TDET
TVZPDTDJ017A,TNTVPPM,Teste operativo (VZP) DJ-5P4,MT-S-72110-FT05-DJ-5P4,12/4/2025,14/4/2025,,2200255233,2200255233,TDET
TVZPDTDJ013A,TNTVPPM,Teste operativo (VZP) DJ-6P4,MT-S-72110-FT03-DJ-6P4,12/4/2025,14/4/2025,,2200255232,2200255232,TDET
TUGMDTGM000A,TLEIPPM,Teste operativo (UGM) GM-1,MT-S-70277-INCA-GM-1,12/4/2025,12/4/2025,,2200264141,,TDET
TBDPDTDJ008A,TTABDPM,Teste operativo (BDP) DJ-14U4,MT-S-70113-FL14-DJ-14U4,13/4/2025,14/4/2025,,2200255252,2200255252,TDET
TCNLDTGM000A,TSECNPM,Teste operativo (CNL) GM-01,MT-S-42605-INCA-GM-01,13/4/2025,13/4/2025,,2200264950,,TDET
TIBQDTGM001A,TLEIBPM,Teste operativo (IBQ) GM-1,MT-S-70177-INCA-GM-1,13/4/2025,13/4/2025,,2200265249,,TDET
TUVGDTCH013A,TTANPPM,Teste operativo (UVG) CH-4P1,MT-S-40005-FL04-CH-4P1,14/4/2025,14/4/2025,,2200242198,2200242198,TDET
TUVGDTCH014A,TTANPPM,Teste operativo (UVG) CH-4P2,MT-S-40005-FL04-CH-4P2,14/4/2025,14/4/2025,,2200242199,2200242199,TDET
TUVGDTCH015A,TTANPPM,Teste operativo (UVG) CH-4P5_5T,MT-S-40005-FL04-CH-4P5_5T,14/4/2025,14/4/2025,,2200242200,2200242200,TDET
TVZPDTDJ012A,TNTVPPM,Teste operativo (VZP) DJ-10K4,MT-S-72110-FT03-DJ-10K4,14/4/2025,14/4/2025,,2200255366,2200255366,TDET
TBCADTDJ019A,TSEBAPM,Teste operativo (BCA) DJ-10F4,MT-S-41205-INCA-DJ-10F4,14/4/2025,14/4/2025,,2200255299,2200255299,TDET
TUBGDTGM001A,TLEGVPM,Teste operativo (UBG) GM-1,MT-S-72183-INCA-GM-1,14/4/2025,14/4/2025,,2200263424,,TDET
TVZQDTGM000A,TNTVPPM,Teste operativo (VZQ) GM-1,MT-S-79321-INCA-GM-1,14/4/2025,14/4/2025,,2200264745,,TDET
TCSNDTCH004A,TLEGVPM,Teste operativo (CSN) CH-10J3,MT-S-74102-DL10-CH-10J3,15/4/2025,15/4/2025,,2200242166,2200242166,TDET
TCSNDTCH005A,TLEGVPM,Teste operativo (CSN) CH-10J5,MT-S-74102-DL10-CH-10J5,15/4/2025,15/4/2025,,2200242167,2200242167,TDET
